	ZSCAN29	ZNF592	ZNF384	ZNF24	ZNF143	ZFP36	ZBTB40	ZBTB33	YBX1	USF2	UBTF	TCF12	TBP	TBL1XR1	TARDBP	SUZ12	SREBF1	SMC3	SMARCA5	SMAD1	SKIL	SIN3A	RFX5	RCOR1	RB1	RAD51	POLR2AphosphoS2	POLR2A	PKNOX1	NRF1	NR2F1	NR2C1	NKRF	NFXL1	NFATC3	NBN	MXI1	MTA2	MLLT1	MAZ	MAX	MAFK	LARP7	KDM1A	JUND	IKZF1	HDGF	HDAC2	HCFC1	H4K20me1	H3K9me3	H3K9ac	H3K79me2	H3K4me3	H3K4me2	H3K4me1	H3K36me3	H3K27me3	H3K27ac	H2AFZ	GATAD2B	FOXK2	ETV6	ESRRA	EP300	ELK1	ELF1	E4F1	E2F8	DPF2	Control	CUX1	CTCF	CHD2	CEBPZ	CEBPB	BRCA1	BMI1	BHLHE40	BCLAF1	BACH1	ATF7	ATF2	ARNT	ARID3A	fd
chr5|136169916|136221916|domain_1329;right|K562	0.4513201955832792	0.35758584457029713	0.3728590853042325	0.3691143743969973	0.4412794732723776	0.4438157735109541	0.381622245588723	0.3855896429069871	0.3806704635950397	0.45322992007462	0.4583748506097912	0.4140417147391402	0.4378666616707228	0.4535992539991207	0.4221325366715371	0.4860501515363079	0.4707876738763549	0.5503509646486624	0.38443609672345896	0.4410135756546965	0.4355924449184031	0.4507601210445714	0.4258102814092826	0.4242287106847303	0.4216586277358021	0.4246855716503662	0.8942937266886751	0.4137897336679084	0.4213849256928158	0.4007754268612117	0.3948489618746319	0.3988552234209736	0.3625481879629217	0.37955042027320096	0.4198820378330511	0.3930842673340836	0.3996120605215192	0.3749583248884775	0.3724320717813584	0.4552117859143751	0.4328912086778139	0.4587649701387206	0.3974887322214869	0.3668830946464133	0.430805368839806	0.3591990015011085	0.4248659364485425	0.3876444963924786	0.4435621687188631	0.666013836968588	0.33102066057521784	0.2948422437759805	0.20866229768825129	0.25200269701407146	0.2008759409763823	0.3508844188510625	0.5656349222380342	0.6483440346075019	0.2647551489154336	0.2489856514671425	0.3688954276432637	0.3418811899577123	0.4376978302031943	0.4291700336633211	0.4271121866679813	0.44853041721118203	0.389786882073292	0.4121322987200842	0.4748225437987783	0.3882523673476764	0.40585588578798	0.4184658906905744	0.5219612073705561	0.4411880701416853	0.4256787031679304	0.4195593698096824	0.3251199901936593	0.4076540117665469	0.42797017718636415	0.4339049831953985	0.4330704032757275	0.4040113367669863	0.3700701039115311	0.42238474660868697	0.4342527676686729	0
chr7|128923119|128989119|domain_785;left|GM12878	0.6705682462283177	0.6106403669787125	0.5410195732306945	0.60805947003168	0.6845779327230282	0.5305484419606185	0.7323939158450841	0.5681652041452591	0.5565678889438228	0.804742840086883	0.5303640080585313	0.6016325319139515	0.8527466173629168	0.75151837205286	0.7272889032815149	0.42051140311319	0.4969309988314166	0.6098490796742114	0.7713640729895568	0.633022286981844	0.7635067012077228	0.6202359570298226	0.594251727869659	0.6836257035986253	0.6728196822143547	0.6741761002125111	1.8841561035773509	3.0976216068571536	0.6661437565418755	0.5765942453778806	0.8273381033840841	0.5497632782509732	0.7152901813241831	0.5336389978454328	0.718683634958217	0.8061018657044984	0.7446948889041577	0.7603990284682007	0.9950061530253596	0.8292951488198963	0.7787900800376154	0.6296024507460707	0.724300220521854	0.4307759698355855	0.5086097660960847	0.8291286169853138	0.9078526736609166	0.5550514461848114	0.5734615444246666	0.4488882179084013	0.35843577338127625	2.167907090155818	1.8569090163846087	0.9086347473078016	1.8941350921938271	1.0654532151039953	1.7048996485720491	0.1648928392659923	3.917503927438393	0.5551458255434897	0.9087364974647446	0.4712502245216823	0.4932723753340321	0.5615913335698323	0.7377272240932173	0.5637256626832949	0.7132787555541892	0.4729801232674354	0.7474408863391615	0.9405225830871968	0.5154889685644806	0.5753972570677649	0.6149167755440375	0.850999592407153	0.4966161738393888	0.4703923683862419	0.5614288899574845	0.6395701785196708	0.9090770519686032	0.5627209049843387	0.8985996306019889	0.7115261623609815	0.4552972208083591	0.7842427221447317	0.6960620636778458	0
chr8|17922779|17958779|domain_232;36000bp;ES:1.684;SS:1.576;binSize:1000;winSize:50000|K562	0.6813261475146258	0.6669816266759385	0.8276062727198297	0.6051858644278679	0.5905261910514814	0.496384588620695	0.8108977979279981	0.8274765097880653	0.5409579112076974	0.5348755936199772	0.7209747603644309	0.5852357407949854	0.6984625329022552	0.5704084736564106	0.5662911479718461	0.5149891840298025	0.5069841468182373	0.4451727802935847	0.7076900076275204	0.5818504745262052	0.6055824521364324	0.7172472366306702	0.6134982311675197	0.5859830808150192	0.5982762321383228	0.7220637786509119	1.2840893193792058	0.8137047185953249	0.698303820574279	0.7382522983135505	0.6943237783689179	0.6421733823074312	0.7262473225542969	0.5984480049649566	0.6899403954997227	0.7054431832156506	0.6619313443746537	0.6962401671131812	0.8014047902006541	0.6903696042371276	0.6829539422419518	0.6953478022730385	0.6533861070255842	0.5867000945252464	0.6397417738443746	0.6121365388357481	0.8176170356323396	0.7463392216518213	0.6864099233244478	0.6995278947125926	0.4088551057128627	1.568889465163064	3.1715615398625867	1.5519040770082249	1.7603982538064464	0.6561184203808959	1.935603017356532	0.19440255817018026	1.4474546731625142	0.4987208492304369	0.67167260695731	0.6815386138219636	0.5422330178041155	0.5159635668940129	0.5744967905304788	0.5791887106483545	0.7291760616104753	0.7735612273562212	0.6908741095837366	0.7380786860694013	0.6457377986857751	0.6315487052142185	0.6024938186052139	0.5842381356310085	0.5839274310983166	0.5210726960460851	0.3687440610486953	0.6063622456044853	0.5749851392426197	0.5451085312000585	0.5513956500723743	0.6243293355824222	0.6049039566419995	0.660457075738351	0.6799170020519499	1
chr1|178926232|179003232|domain_728;left|K562	0.4546846734731784	0.392782035778624	0.4313220482308581	0.4636311119964145	0.4526417626164164	0.4695489373482382	0.3972431627927321	0.3590696748079021	0.4478771895377477	0.5057873916942154	0.4217384226476907	0.4118143534524383	0.4333484319584591	0.4940542968483234	0.4733546665332123	0.5209882173972686	0.4414180346665359	0.5377839443152961	0.4371449137258606	0.4267941583058227	0.4665892382979709	0.4541841748922514	0.3992269643485277	0.42170868689521057	0.4705037638547855	0.4282678760967421	0.16361424044884165	0.3782410965473866	0.427865555103676	0.39721107187690746	0.4354452198292412	0.4340106017829981	0.4264481468803196	0.4667119258551988	0.4288240040067233	0.4590970753279401	0.43334181250462106	0.4377739223296875	0.4152182613988272	0.4397254001644968	0.4007148700416785	0.4702801819568901	0.4544681389900011	0.4689233251920664	0.4090082596485643	0.4371341037973873	0.4016613550955033	0.42569093301946026	0.4357398047453195	0.4776097912102355	0.41630308942191774	0.27506503610001776	0.14594746981163398	0.2968420515796005	0.29043232885175885	0.3627656055484043	0.246719925274536	1.031246337546111	0.273961130214127	0.5578642112265539	0.4202041561266424	0.4293605321303139	0.4186622125934885	0.4870248367970605	0.3656872967444804	0.4329460666845679	0.4435267457518263	0.3984904706504508	0.3867021381000579	0.4178627759256657	0.4371467798691239	0.4028283005214716	0.4399981943562504	0.4641929157402214	0.4428913166701376	0.4690789132753335	0.3735705539943588	0.4914098990907952	0.4429698626101775	0.4310668522028416	0.4484680522744601	0.4647540254241165	0.398047365573029	0.441265404938136	0.3895499038538736	0
chrX|154665303|154843303|domain_1187;178000bp;ES:4.506;SS:2.405;binSize:1000;winSize:50000|K562	0.5967762178725561	0.9305132543062399	0.5541417098740496	0.6078700122594523	0.4933987770729312	0.45028710160846735	0.8503257550792909	0.6138438849743775	0.4876399269833815	0.4479207481684148	0.5100159053425435	0.550881226497692	0.6701736140102119	0.5025540686379011	0.53271313853432	0.4340943072306783	0.48750705956578394	0.4817708356488672	0.6332173095327481	0.6053479801594955	0.5719019928907441	0.5758491603592509	0.4079113378514978	0.5833973051379899	0.6021625068204011	0.6368236869119923	1.4846240017270838	0.8462399817460908	0.8056401329183168	0.7873949355457679	0.7651124270463814	0.6573724606947527	0.6717907354484698	0.5339012156173946	0.7180676264985182	0.7112373221426466	0.5166821461849327	0.6487438475268084	0.8656160355510866	0.5657086323943729	0.8445323379081685	0.5385890424693356	0.5782052272373885	0.5874912872450093	0.6831402935333993	0.8983157958534882	0.815875102751149	0.7333756902647168	0.5277210438483948	0.489561586193791	0.32895555013976235	1.6400919993756675	2.650069032437904	1.016729752601386	1.8829714741731525	1.4253864130683571	1.2152061427240617	0.2011234763437388	2.3918486184970966	0.7266571888282223	0.5894579928270319	0.6603630348002378	0.5254217465635105	0.6159836681439946	0.4429949162994798	0.4478048106182467	0.5969387661173398	0.7631367778528481	0.7441006980978145	0.7921021308987588	0.5320393716589541	0.5070011713458445	0.5180410965878203	0.6090893564885071	0.4183161124773999	0.6144759495735029	0.4604962342483376	0.4216072597195588	0.5888200790139276	0.5293832961547402	0.4701633739007438	0.6240111506778144	0.5537971470916587	0.6369291344266753	0.5856117625953529	1
chr8|41609778|41731778|domain_258;left|K562	0.4320078875614163	0.3973997068011575	0.4098293590497764	0.42451778065561396	0.4472573880713084	0.4930160618660445	0.4116569872896524	0.5264236210234156	0.3806848924953937	0.5036379821073351	0.4110697994631321	0.3694752176642794	0.4924919765927263	0.5461005764022726	0.4214818307794327	0.4207616764856181	0.4906105545630886	0.6041857233003961	0.4295625985657255	0.495328388875638	0.3871756661200141	0.4570342334624513	0.38394501990599	0.4169778707792535	0.4953531989022002	0.375669607950363	2.1358518828078648	0.6003200944378854	0.3353082378949089	0.3512971052470837	0.4056721651133762	0.39878201909696986	0.40780303203417145	0.402230431958524	0.4198897372872968	0.3730411916339512	0.4234879267628449	0.4004629342347972	0.4181484436473629	0.4870205431364192	0.4430933404448925	0.4254219109745303	0.3983515835917715	0.4391257125357772	0.4372565047436289	0.35449934036547315	0.5626330640009362	0.4055630272657671	0.4464725316313444	0.7334429199532799	0.3467553726909013	0.3005726575049374	0.3404478429495239	0.2670165678143312	0.24593986920290264	0.2599577679571389	1.4387258735050086	0.4070686605820735	0.4604863483780334	0.18715645997384825	0.3998477502214964	0.3699671609575643	0.4047660116578711	0.4414179389622893	0.3801981441721669	0.4526688619670143	0.3802348966244789	0.3601335069321673	0.5218804026166411	0.39653253728078536	0.3963463196034277	0.3867512813935655	0.4379250026291015	0.6431579359017586	0.4073549345598556	0.4397893877941145	0.2916072090367708	0.3394623896128175	0.464310270777447	0.4626173746884049	0.4411010019927458	0.3935254546313516	0.34746051201312544	0.3830340450592331	0.3538102894835329	0
chr11|36073540|36130540|domain_342;57000bp;ES:1.836;SS:1.115;binSize:1000;winSize:50000|K562	0.6338688285718839	1.2096894761244388	0.7354927880243766	0.7667922836268887	0.6677986660019306	0.8525420498807335	0.9785801104036248	0.7629369832403572	0.6395541734582437	0.5982161244433954	0.6461935813435804	0.7107974442196485	0.6508012278725114	0.6311153369461076	0.6717754625873964	0.6556686322709966	0.7126219019254139	0.5492259146217681	0.7776056638176015	0.6945503701510495	0.6738160232413662	0.4941799142335718	0.4766997103567631	1.0304509041295766	0.634911568215619	0.7423414677140968	0.7401179996147591	0.7249749220572295	0.963193336613634	0.6177058383065112	0.9877324248671124	0.7176329303288812	0.6096988323887729	0.6105774878554178	0.7913801648737698	0.8092827456693004	0.5130044414964628	0.8605665881341377	0.8472128903146834	0.816880974286974	1.0576383288187496	0.7353858223769291	0.6960894680061004	0.7416699427837324	1.090790177354195	1.2029956043964571	1.0073865285603807	0.9911301619008152	0.6845342635601063	0.3580602926412415	0.5697398064419793	1.0010451438167312	0.6532760611834725	0.4938967921018818	1.1401181983781383	2.312904733229167	0.6640029852338861	0.2774368492104799	1.947830750368216	1.2162876988617028	0.6733106149111366	0.7518413675582092	0.7071883778829825	0.7941879926897629	0.5026148840913784	0.5457593861299282	0.6885071689362069	0.8271043889721792	0.7850524801333345	0.9934540262093746	0.6224300422377433	0.6706093726673239	0.5672331889762878	0.6248712390489545	0.5361576240919897	0.7578464938571536	0.3450688430204931	0.5707581962457637	0.7468459092313895	0.4978599884019426	0.5355774328690331	0.8767160121719206	0.7856089117717602	0.8085308338896879	0.743023515673282	1
chr16|66520036|66608036|domain_549;left|K562	0.5518527155668081	0.7036452292071786	0.6032321678638537	0.6347212511128645	0.543885453500257	0.5830682398259156	0.7854052217933212	0.67686723428648	0.5420703393447285	0.5291773451084006	0.6185193892494688	0.6436427283851364	0.7118448092329671	0.5495453091352497	0.6178342116610179	0.5365733350117169	0.6081325898279728	0.5491763025106771	0.7001936935215171	0.5910118944790944	0.622104906759161	0.5620970977691311	0.4546954274024366	0.7042663542951051	0.6767378850692695	0.6119995398058696	0.8099230826999433	0.6937647624317524	0.6679908765244069	1.0652686018514432	0.6925661901119858	0.5930704210648509	0.603266059516225	0.5487072770900684	0.5955800839671782	0.6663948958441143	0.4858592678283218	0.668195590576662	0.6848485149353701	0.8109683062654849	0.8922910438939289	0.6005276474176241	0.5995188353315596	0.6927864975928258	0.7693574667765423	0.783900057799899	0.7529082701701278	0.7364378864028497	0.6224595631378482	0.5407902917362253	0.32581810552117924	0.9465624236688108	0.5792719129004862	0.899557639445952	1.0786511022166811	1.063092792981814	0.5234463279473262	0.3609362181411389	0.9597050644825579	0.8305840205010053	0.5923754235595393	0.6015259589585483	0.5651413912458586	0.6556500070821025	0.4346966000787708	0.4835952058960638	0.6469087759620208	0.6810775845650213	0.6358082130822635	0.7469590204687324	0.5331637619607555	0.5146855492461839	0.6301203937622936	0.618144813145308	0.4485480106225828	0.5481414075289986	0.3615262602344985	0.4854911263716659	0.6152468481057726	0.4650010271138477	0.5050336670093245	0.7215071145495271	0.56171951842592	0.6043977176296671	0.5182090919071917	0
chr12|111598007|111645007|domain_1590;right|K562	0.6408513268701925	0.8854506627454976	0.8977726971809017	0.8223208599068029	0.5041823934295836	0.4438724535157447	0.9865821032140508	1.0952529792467798	0.5986418747874865	0.4701499566260704	0.5581923070113236	0.6816225772112124	0.7954904181631697	0.5286916324914088	0.6345125232859278	0.3986284642114944	0.5045942355642846	0.4108744149029199	0.8925963969925722	0.5499071542338744	0.6463277295995296	0.6181439476066865	0.380833236888462	0.6740464382246745	0.7834933983173976	0.7626667204278087	0.7171108001633959	0.8449849377496051	0.7644384990172024	0.5877668272302279	0.828638640445848	0.7800082083621338	0.8300039366980929	0.6781433137764397	0.6799374938892014	0.7835152879627575	0.5082835417280905	0.7889244940707347	0.8522845929732035	0.7985427724779178	1.0462273157749051	0.4772217868300504	0.7490918439765061	0.8930788089539401	0.6667325494310118	0.9302190934907556	0.9487516560249512	0.970260518351038	0.5868819679660833	0.2601314480687677	0.2790116450380938	1.5469678594256315	0.6978280709922368	1.16872644398516	1.5482621433872925	1.0291161740662345	0.4432162429888731	0.19758426943319465	2.127611384306457	0.8861289991843929	0.6705047738204039	0.7143402979443678	0.4882825798183082	0.7436051967114089	0.3761820336129513	0.4696153939364932	0.6793910970991218	0.8116121627375665	0.7466740423599075	1.0132640370960124	0.555458200296525	0.4329086701613729	0.4351430237183277	0.6639271518511953	0.3974325693159911	0.6185112932319198	0.343440915052706	0.3993056584795313	0.723138549381045	0.5514953226387856	0.4332214567822764	0.7932321200366605	0.6649998640529458	0.7059261324047741	0.4840514438551183	0
chr17|49397358|49475358|domain_201;right|K562	0.4328557207807441	0.4039952118861433	0.40562725244745423	0.4718979655417304	0.588673127777043	0.6080933207288943	0.5140541096978152	0.5290085400943032	0.4235050591132483	0.45001552347834617	0.36505916513889397	0.4990732942305467	0.4455978547339298	0.470255483290354	0.4518498271884637	0.5566969758875154	0.4946072883284323	0.5238703095380312	0.4816424391976726	0.410118860193128	0.4559378807070881	0.4671157132450275	0.3476369894754296	0.4622761286833608	0.5077825269073414	0.44203383846614897	0.3368683330969753	0.4567846223126214	0.4837965256857801	0.5648391880905551	0.4909667022867567	0.5113253707626991	0.4922952867320697	0.4725309176173375	0.4291188164430996	0.457798936279801	0.4362192085117398	0.4579835302559404	0.4660595828923424	0.5263235101751753	0.5328293237613598	0.3977334569214617	0.4626545547582281	0.4867259688235826	0.42996559229236	0.5008389863201577	0.4915203059333069	0.5124598323473498	0.5706773246878722	0.6013795827480077	0.3634736665139647	0.4579680212602859	0.411904795436548	0.59681457144509	0.7729454552111354	0.3742767134411334	0.4814714550056086	0.7626561897445533	0.5285613546447905	0.5147338837391339	0.4199531664781368	0.4457889453658703	0.3984105991015237	0.4961915057225321	0.3386114633043455	0.4309179662735701	0.4617835999820186	0.4727850093488061	0.42956589081778296	0.4965363350164425	0.4126839289765004	0.40200291420412	0.5024258171531785	0.5621687005625294	0.3617811257891744	0.3495394482793615	0.3276817441417423	0.3520716382401269	0.5571638362402032	0.5429700014307381	0.3822815665737822	0.4842028538002521	0.4278680285290605	0.4571630780793624	0.3654581013263593	0
chr9|83950466|84003466|domain_1408;53000bp;ES:2.612;SS:1.553;binSize:1000;winSize:50000|K562	0.5959217303686677	0.7159276446282964	0.6043800697475489	0.6568700594038328	0.43251120497889706	0.4103504014749405	0.9280162616072836	0.7531967117817083	0.4363117064034236	0.35069673355272085	0.5621578356535174	0.5902227238528976	0.9612671059446792	0.4569402635382122	0.5404271261510771	0.4228145789472271	0.40279205970238896	0.3887762286121872	0.669128838958998	0.6460409772260048	0.6065368982941652	0.6033670541572049	0.4315606165954439	0.5734750918529432	0.5990631520735555	0.6147963898882289	2.0436836712337234	1.0442580260647372	0.8634834102950601	0.6041913885507677	0.7628077217879182	0.6806647437991635	0.6858121787395643	0.5227851410928105	0.7354448964552062	0.7510799455476492	0.5111042051117092	0.6492064226703939	0.8064774332592549	0.6426433425432462	0.86864777934285	0.4847586758952338	0.6284086694709428	0.590657280689259	0.6154769850753402	0.8379742196200195	0.7408474774123294	0.7508289008381385	0.5620147521610454	0.5624611720852465	0.2441636923568267	2.394754470163362	2.819625353667313	1.7376913281147883	1.940435644098056	0.6810167026043813	1.06979068057592	0.15744067846002988	2.4397866451687618	0.5728127934858921	0.5865270991687747	0.6453071474912574	0.4752870012788598	0.5892447286859266	0.42008308156079416	0.4780838883442314	0.7049865544131468	0.7929436690778809	0.8674366139579727	0.7670373877290123	0.5315199118179667	0.4789360864642077	0.4173270772204041	0.8651369966638416	0.3810018708037929	0.6276321539858974	0.4704464633452434	0.4400909611748606	0.4675240417970548	0.6030807175882056	0.4200769516463599	0.6674786536398635	0.5506428586003388	0.6391713619936753	0.5729763258504024	1
chr2|9691931|9793931|domain_2;right|K562	0.5440953422250849	0.6515773043040686	0.6867970597620038	0.6605831669817915	0.6264119839702984	0.8550581039551014	0.8911643312254396	0.6472026369485966	0.5225233877940391	0.5647001518426598	0.5351929019654391	0.6928549393333533	0.5768765447876014	0.6047038812356947	0.6151003512108819	0.5592088629755584	0.6614544839079785	0.6387261630299259	0.7173911199999956	0.5420854275945787	0.58611335462987	0.5089603734472926	0.4308537195985633	0.7748990799054415	0.6794056024183924	0.6317422385281518	0.2037221606526121	0.5544100080370848	0.7066568671319151	0.5382780746096791	0.7545987168272367	0.6410654803172994	0.5606802649140868	0.5488998928535522	0.5511861150235509	0.6358450312170802	0.4766257432813583	0.6846757788332681	0.6279877853680738	0.7376383018361211	0.8017458920709474	0.5768345267725056	0.5554776530671961	0.7068574736724089	0.7916820505875778	0.813646726911121	0.7582076430307395	0.7731707168483863	0.6196009372937985	0.5587308932623052	0.3852083339059403	0.5304816113001976	0.2072276447629692	0.3676729585741635	0.8110111684636673	1.4453686022006118	0.2797335877715261	0.5442831803972807	0.5173973171615337	1.0264134665281732	0.5786390108204508	0.5931810938360899	0.5336303460547213	0.6838379444010072	0.3916172441424589	0.529754896829345	0.5706650933446689	0.6330999490770511	0.5403154762824057	0.8125855778476123	0.5239040868906092	0.5346075729623194	0.6288312832656213	0.5652135744917635	0.4516663745340079	0.5577210314457459	0.3159933322660901	0.488740648648835	0.7258176827994641	0.5004159660209705	0.487500016802185	0.6773077344300641	0.5837938783754364	0.6118648299748414	0.4955411686910233	0
chr11|118955541|119006541|domain_411;right|K562	0.5535526941076896	0.6631518227713301	0.6179987359861899	0.6437828576390571	0.4641790930374184	0.5019527878364127	0.6944326319670046	0.9909690227462188	0.5005365728503655	0.4129554215448353	0.3983560354555942	0.5009840208245311	0.5510783390579694	0.465461228828457	0.5325516356697871	0.4072212243909605	0.4714470403663778	0.5913950417053248	0.6421563329088174	0.43927612236112396	0.5657090602998485	0.4742736900668742	0.3674928784811277	0.5111036484482699	0.6959021897016182	0.5975151285868954	0.5088133191178765	0.6930952578087497	0.6557775726984172	0.7052057104980802	0.7129155559409671	0.809891531525861	0.6936146005004914	0.6205529568695263	0.5645946391075295	0.6376523152048232	0.419172701655807	0.6447717829108807	0.658315709068614	0.5997781177082736	0.8332729828990236	0.4097273123499251	0.6225601174432532	0.6752023424349767	0.590807500438491	0.6703848254031637	0.7315301769261994	0.7172233112295426	0.5167898373721443	0.3151815295325824	0.28860360403260904	0.8171586261703141	0.6285905224476731	0.8516606868849257	1.6041525993171184	0.8547319276739892	0.3897573382317921	0.34570228670081826	0.8693435988212026	0.8428908637709275	0.5613304347949887	0.6250485041552766	0.4102812680480248	0.5832244929812525	0.34453757544773705	0.4106348691807125	0.6109970440746599	0.6516818056827329	0.5843505549115104	0.7484806639024412	0.4794548645653399	0.3899766085354925	0.5261268420492615	0.4823646792079544	0.3623411584916344	0.4152208805540781	0.3202520025122639	0.3666127697318969	0.5005093022686976	0.5601578572237718	0.405368374908042	0.6017399565850878	0.4854016516829471	0.5891858507973253	0.3896619772560358	0
chr3|41983047|42075047|domain_809;92000bp;ES:2.311;SS:1.380;binSize:1000;winSize:50000|K562	0.6341788473798965	0.6005854079683601	0.7854496786470563	0.6700667746073774	0.5981975681558844	0.7320794347443333	0.8563553218021345	0.7940509673541651	0.672970656463078	0.6268073362734107	0.6220562697617409	0.6417288801824872	0.6439503218219793	0.5969454772113051	0.6419852431083697	0.5986960010307985	0.6577198655546149	0.5188072193780623	0.7387314315865576	0.6119456373101968	0.6827177079211652	0.607916028709824	0.5351056593123935	0.7607415805269655	0.7548016270066606	0.7071756972089324	0.7373375082032275	0.6425615590878615	0.7154865328697242	0.5893883804722763	0.8880970530774137	0.6964104305974101	0.6887289645245935	0.6637204225715294	0.6921968377320227	0.7066087504251368	0.5547570369116692	0.7923921234216106	0.7744694460063186	0.7128208952744114	0.8012860858480834	0.6767431788008502	0.6749685294764056	0.6851124734568917	0.8746017157483637	0.8727855864549804	0.8595005751547775	0.7838541954850049	0.6093412264667416	1.2495141269611862	0.3835924653175611	0.7055421150927991	1.258660169751082	0.7657317578790744	0.856492340107061	1.0406704843046768	0.5246059985714133	0.4278969351028424	0.5832906214417863	0.5417797657058117	0.6318657765094536	0.7794571671606572	0.6300780926711721	0.8361913133800728	0.5041757998804821	0.6082421643367434	0.6806747336967351	0.6545476483396518	0.7199768365662693	0.7603002060764229	0.6208854178878067	0.6474660600779897	0.6037590182433864	0.588547345482324	0.5516748231070048	0.7012951792923784	0.486510488922886	0.5776840945229214	0.7353468482784723	0.5396615770050036	0.5441932437456221	0.8124439747644897	0.7694964743441179	0.6910735282048752	0.6274175474464594	1
chr17|67275356|67338356|domain_217;left|K562	0.42391485431563775	0.4097930704956598	0.4157836299784613	0.4855643309912485	0.31400479146161625	0.3469744765641004	0.4463172071264326	0.6385278039698551	0.4177281167627007	0.3327053543648072	0.25455503315530426	0.4949279273914071	0.3457505561542725	0.3267485535301025	0.4179822167777042	0.3650310200445251	0.3475306213148111	0.3270657161340622	0.5153343165530364	0.31483186232264954	0.4364818628763785	0.2888968730264698	0.2881278497522485	0.35251234739366083	0.4780868105033919	0.4527732417330623	0.2951792106902409	0.38351880375921465	0.4636290285191633	0.37178420040505866	0.5019497394642126	0.4689785982023621	0.4847129515259378	0.4839975527387248	0.4531761889811354	0.4568125431875896	0.2994649064709852	0.4884337907044001	0.5238074326961579	0.31264279937401435	0.3340465356093559	0.2903650163337963	0.4846531736715219	0.5496275514154181	0.3372862529418416	0.5443292064207875	0.4944115602677293	0.5118158143886121	0.3227299800732166	0.3247324849729637	0.2461754615413977	0.2274722465481628	0.1168698129909253	0.2111940761238376	0.28820679376477226	0.3970411628950205	0.15950533135509465	0.4283265155288037	0.18680624434483745	0.5269407805621769	0.4161476207264691	0.4709161966841559	0.29999060459425475	0.4728541043888269	0.2572567610818729	0.31061281198543833	0.4216472236860575	0.4579065541202191	0.4343251871354501	0.5398767582593316	0.3932705147129594	0.29452258857125424	0.3556196853112788	0.3363343688964224	0.2969506734234452	0.33335706641457624	0.32268552836722025	0.3157016035542472	0.3869028923015148	0.5771323377457044	0.31508322861278537	0.4547588717001983	0.4741122034502034	0.4623861974577422	0.32350131217962763	0
chr8|28535465|28626465|domain_126;right|GM12878	0.3413917652000926	0.34295796865669503	0.3704856718821639	0.3530029167166582	0.4250537369662622	0.3796179434033492	0.38631766989630795	0.3692367880006053	0.4083771083805244	0.3638196709052834	0.37170121911513854	0.35544276287535564	0.3631382428581569	0.3775218383866957	0.38697001209674703	0.3718371590700213	0.382015106581892	0.450929180814458	0.3557848511306009	0.3513955852739587	0.39446639519082544	0.4016331973031581	0.3582864957252691	0.3713031417975645	0.37394743821691867	0.3768756714788586	0.2990880102666815	0.27329039323964244	0.33493895609208857	0.3621102170037669	0.32436580728209746	0.3608188961689955	0.35344616718408217	0.30426323745828515	0.3692460846126763	0.39658267065813374	0.3540994914689318	0.3917995439298244	0.3687151974112589	0.3857837033225664	0.3680370391539943	0.3981988539764912	0.3567203869514549	0.4188005351905462	0.33619137621503425	0.37024766308858825	0.3763112074353329	0.433514055535008	0.3767435707264223	0.3144773959422457	0.3155022576685739	0.34858219954713604	0.19592008497521401	0.37610359092488777	0.3980498187274808	0.4753068680258846	0.4893881098571513	0.3205648031975185	0.26105857360583795	0.6080004903408511	0.3502476718674102	0.34040255944110986	0.2983659435595237	0.3663573307885595	0.3515712863529641	0.384198461906128	0.3474979491511534	0.3433137591734405	0.3704906458066287	0.3342087448203286	0.3885629118264918	0.3640031309168747	0.5185202767660756	0.32239978367420513	0.3817113478650308	0.3606304830344839	0.367072924425188	0.40390709279732295	0.3778512936115597	0.34977283364073103	0.3804945029307036	0.40239557946894217	0.3911311749773996	0.3745085552789442	0.3766024223001661	0
chr15|65626470|65747470|domain_431;left|GM12878	0.5238568242462529	0.472802904914739	0.4999559092247627	0.5028634393618567	0.4324236756781925	0.4900364285101806	0.4605472095782286	0.4953865623883167	0.5066335261596208	0.4503028117727543	0.4413715947140872	0.4857064428768834	0.4717753445255876	0.4796199836342109	0.5604005194400989	0.3864519388182087	0.4834575905696398	0.4788862635784008	0.5304043682409915	0.516452589591369	0.5504330152107821	0.4387644995432813	0.4272190193964734	0.4897993592016944	0.480676744924697	0.5617213211020238	1.389010783332558	1.0710845699428195	0.4914426232506329	0.4468153525310725	0.4833895460881255	0.4726152892346682	0.469211034942077	0.5049220027854648	0.6054386719219778	0.5207576851785173	0.4695117854788529	0.5618748819237034	0.5558861717342679	0.4498344379752353	0.4386919039133271	0.4334075703822877	0.4507793218163863	0.43119448916783387	0.4137605402847028	0.4761852599342386	0.5683541550074428	0.492167167374205	0.4119102742458361	0.4188034733770487	0.40494355554727657	0.31235711076001504	0.4915133387804872	0.36956164849217865	0.3516289491421822	0.573185016861854	1.4653385513944268	0.17243231819961755	0.4212241868338824	0.2449262358168826	0.4629728761414699	0.3832075795520337	0.42539125992148136	0.4687851102452629	0.4425818460784507	0.4444110381704465	0.5081048769775498	0.34891723658438384	0.8878040619331873	0.4724637085759128	0.484060136512645	0.5117451998758135	0.4131902858849756	0.4602020843201627	0.5060607029552476	0.4203506270685567	0.3914665390343946	0.6006778383097203	0.44433281149015597	0.5187901962369399	0.6507254206897524	0.5333509981480709	0.4597988032697594	0.4997999039053226	0.4908303467985976	0
